# 8 Partitions (index: 0) 
# X   Y
  4   1117.005
  2   1876.0764
  1   3734.2774000000004


# 4 Partitions (index: 1) 
# X   Y
  4   2235.1668
  2   3764.4798
  1   7436.2008000000005


# 2 Partitions (index: 2) 
# X   Y
  4   4512.0592


