# 4 Threads (index: 0) 
# X   Y
  8   1117.005
  4   2235.1668
  2   4512.0592


# 2 Threads (index: 1) 
# X   Y
  8   1876.0764
  4   3764.4798


# 1 Threads (index: 2) 
# X   Y
  8   3734.2774000000004
  4   7436.2008000000005


