0,0.535816,0.0652713,0.796546,0.0977959,0,0
1,0.549419,0.0555015,0.81722,0.0851708,19.4953,29.7795
2,0.573128,0.0769343,0.850776,0.118142,19.4953,29.7795
3,0.573171,0.0778172,0.851109,0.118348,19.4953,29.7795
4,0.548809,0.0776672,0.814603,0.119113,12.7839,25.5723
5,0.569434,0.0815827,0.841871,0.123735,6.49842,19.4953
6,0.548856,0.0803584,0.816866,0.121719,6.49842,19.4953
7,0.553049,0.0772015,0.818249,0.120809,12.9968,25.9937
8,0.557957,0.0787475,0.826833,0.120101,19.4953,29.7795
9,0.551523,0.0850719,0.817079,0.129996,19.4953,29.7795
10,0.548277,0.0808437,0.814971,0.122541,12.9968,25.9937
11,0.547936,0.0771669,0.813502,0.118141,6.49842,19.4953
12,0.545224,0.0833446,0.806729,0.128521,6.49842,19.4953
13,0.544209,0.0848793,0.809044,0.12828,6.49842,19.4953
14,0.542368,0.0826734,0.805687,0.125069,6.49842,19.4953
15,0.539208,0.0882664,0.798162,0.134394,12.9968,25.9937
16,0.535619,0.0964283,0.793558,0.144462,19.4953,29.7795
17,0.529231,0.102868,0.786121,0.152583,12.9968,25.9937
18,0.523331,0.106397,0.77727,0.157412,9.8633,20.9088
19,0.546412,0.0963052,0.806599,0.14906,10.6204,19.8611
20,0.554886,0.107247,0.82071,0.163705,16.438,26.321
21,0.552688,0.105969,0.817225,0.162128,18.5095,28.388
22,0.549487,0.105934,0.808246,0.16394,21.7061,27.8147
23,0.544999,0.109005,0.798635,0.167893,27.011,29.6992
24,0.539641,0.112139,0.790061,0.171658,29.7818,30.349
25,0.544881,0.109119,0.801077,0.169596,23.3123,28.9157
26,0.544453,0.110923,0.798994,0.174333,22.7971,28.4044
27,0.536493,0.114584,0.783353,0.177108,23.2387,28.8012
28,0.53777,0.113426,0.787767,0.17448,22.4711,28.1296
29,0.538101,0.113568,0.787837,0.176596,21.827,27.6563
30,0.538386,0.114751,0.788891,0.178149,21.8113,27.6805
31,0.535755,0.117225,0.785375,0.182015,21.1199,27.5592
32,0.531099,0.117816,0.776987,0.183062,20.8123,27.4154
33,0.524457,0.12172,0.764496,0.188167,21.3538,27.4098
34,0.521587,0.125355,0.7595,0.193372,25.2182,27.7525
35,0.525126,0.123856,0.769007,0.191688,24.4926,27.7625
36,0.51963,0.126633,0.757824,0.196298,28.7355,25.5646
37,0.51529,0.129832,0.749091,0.200549,31.4458,26.7745
38,0.518992,0.128011,0.756986,0.19788,30.581,26.4132
39,0.519951,0.126965,0.759287,0.1973,31.7955,27.4161
