0,0.512376,0.791801,0
1,0.551567,0.856022,0
2,0.572203,0.910089,0
3,0.600166,0.944872,0
4,0.583789,0.929566,0
5,0.591624,0.937823,0
6,0.578352,0.924956,0
7,0.590056,0.936871,0
8,0.578716,0.925162,0
9,0.581737,0.927716,0
10,0.58405,0.929616,0
11,0.576942,0.922021,0
12,0.577335,0.921818,0
13,0.580094,0.923856,0
14,0.574031,0.916893,0
15,0.574119,0.915964,0
16,0.576435,0.917161,0
17,0.572805,0.912208,0
18,0.568197,0.905857,0
19,0.568698,0.90354,0
20,0.564064,0.894312,0
21,0.552571,0.874209,0
22,0.537432,0.841931,0
23,0.502289,0.770463,0
24,0.454739,0.679103,0
25,0.526192,0.825024,0
26,0.542722,0.855969,0
27,0.459975,0.689867,0
28,0.481065,0.731831,0
29,0.517472,0.802277,0
30,0.53068,0.828161,0
31,0.527563,0.823922,0
32,0.51233,0.793631,0
33,0.478222,0.72476,0
34,0.45764,0.686581,0
35,0.513915,0.800999,0
36,0.491413,0.754431,0
37,0.452327,0.675495,0
38,0.480729,0.734244,0
39,0.497778,0.769754,0
40,0.492875,0.76158,0
41,0.462646,0.705142,0
42,0.424845,0.633401,0
43,0.447523,0.683034,0
44,0.41459,0.605029,0
45,0.399828,0.590081,4.60042
46,0.395627,0.560064,0
47,0.363543,0.541629,4.25868
48,0.352803,0.519639,44.6372
49,0.375562,0.564191,11.2776
50,0.3928,0.565877,55.0736
51,0.371443,0.530324,53.4963
52,0.416738,0.653389,17.429
53,0.42012,0.62075,57.2029
54,0.42851,0.650221,57.3607
55,0.330477,0.478396,48.9748
56,0.49921,0.688887,26.9453
57,0.36299,0.529638,63.1966
58,0.447483,0.658604,62.6709
59,0.454319,0.659567,61.9874
60,0.392049,0.552922,59.7266
61,0.402357,0.622123,16.2461
62,0.384799,0.584592,36.3565
63,0.353061,0.508253,66.0095
64,0.390068,0.580304,60.673
65,0.400989,0.606024,58.9905
66,0.3792,0.560276,58.0179
67,0.383675,0.536339,55.836
68,0.392919,0.542666,57.9127
69,0.368933,0.519498,66.7455
70,0.360572,0.512083,70.3733
71,0.353725,0.507992,68.6646
72,0.347902,0.501427,64.2482
73,0.350854,0.499544,59.0694
74,0.343281,0.489442,53.7592
75,0.325647,0.476265,45.2944
76,0.342608,0.490156,33.4911
77,0.348548,0.51014,33.6751
78,0.343991,0.513771,44.2955
79,0.332732,0.482147,49.2114
80,0.318443,0.462496,48.1598
81,0.32622,0.483659,50.368
82,0.320968,0.467581,56.8875
83,0.314731,0.453515,62.4606
84,0.321942,0.47069,64.8528
85,0.330436,0.490218,66.6667
86,0.330432,0.492524,66.9295
87,0.322494,0.478216,65.1945
88,0.31464,0.460757,62.5394
89,0.310884,0.451986,59.6215
90,0.302385,0.443398,57.8339
91,0.296688,0.436639,56.8349
92,0.301201,0.437848,54.6793
93,0.297343,0.431539,50.6309
94,0.290701,0.424671,41.5089
95,0.305027,0.440086,21.3985
96,0.29237,0.427194,40.51
97,0.296208,0.427814,48.1598
98,0.29316,0.423649,48.1861
99,0.286522,0.4191,47.0032
100,0.284777,0.414407,46.5825
101,0.27928,0.411424,51.0778
102,0.280665,0.417013,55.3628
103,0.275083,0.406019,56.1514
104,0.27526,0.407929,54.7581
105,0.280411,0.419696,52.3659
106,0.272589,0.405786,53.6278
107,0.275187,0.409928,54.6793
108,0.274572,0.411079,50.368
109,0.273917,0.408362,41.7192
110,0.275857,0.413414,38.3018
111,0.272651,0.407538,43.5594
112,0.275134,0.408174,48.7119
113,0.271164,0.403755,49.816
114,0.272938,0.403967,48.7907
115,0.274809,0.405574,49.6057
116,0.270419,0.400882,51.9716
117,0.274771,0.40591,52.4974
118,0.27179,0.402115,51.3407
119,0.27059,0.402097,50.0526
120,0.270542,0.401239,49.5794
121,0.268436,0.400658,50.4206
122,0.269973,0.404126,50.184
123,0.266469,0.399597,47.1609
124,0.269905,0.408258,43.9274
125,0.266355,0.40099,45.0578
126,0.266615,0.399748,48.7907
127,0.266127,0.398421,49.7371
128,0.26415,0.392716,48.7907
129,0.265123,0.393498,48.8433
130,0.263122,0.389492,50.2892
131,0.264763,0.391585,51.0515
